"Tabela 6579 - População residente estimada"
"Variável - População residente estimada (Pessoas)"
"Cód.","Município","Ano"
"3201100","Bom Jesus do Norte (ES)","10764"
"3201159","Brejetuba (ES)","13642"
"3201209","Cachoeiro de Itapemirim (ES)","198323"
"3201308","Cariacica (ES)","375485"
"3201407","Castelo (ES)","39396"
"3201506","Colatina (ES)","128622"
"3201605","Conceição da Barra (ES)","28953"
"3201704","Conceição do Castelo (ES)","12448"
"3201803","Divino de São Lourenço (ES)","5359"
"3201902","Domingos Martins (ES)","37972"
"3202009","Dores do Rio Preto (ES)","6885"
"3202108","Ecoporanga (ES)","22670"
"3202207","Fundão (ES)","18824"
"3202256","Governador Lindenberg (ES)","11467"
"3202306","Guaçuí (ES)","31290"
"3202405","Guarapari (ES)","134944"
"3202454","Ibatiba (ES)","27308"
"3202504","Ibiraçu (ES)","12261"
"3202553","Ibitirama (ES)","9973"
"3202603","Iconha (ES)","12793"
"3202652","Irupi (ES)","14513"
"3202702","Itaguaçu (ES)","14065"
"3202801","Itapemirim (ES)","43362"
"3202900","Itarana (ES)","10984"
"3203007","Iúna (ES)","30444"
"3203056","Jaguaré (ES)","31232"
"3203106","Jerônimo Monteiro (ES)","12079"
"3203130","João Neiva (ES)","14391"
"3203163","Laranja da Terra (ES)","11572"
"3203205","Linhares (ES)","181912"
"3203304","Mantenópolis (ES)","13173"
"3203320","Marataízes (ES)","45418"
"3203346","Marechal Floriano (ES)","18743"
"3203353","Marilândia (ES)","13014"
"3203403","Mimoso do Sul (ES)","25179"
"3203502","Montanha (ES)","19752"
"3203601","Mucurici (ES)","5660"
"3203700","Muniz Freire (ES)","18811"
"3203809","Muqui (ES)","14213"
"3203908","Nova Venécia (ES)","52084"
"3204005","Pancas (ES)","19270"
"3204054","Pedro Canário (ES)","22048"
"3204104","Pinheiros (ES)","24825"
"3204203","Piúma (ES)","23682"
"3204252","Ponto Belo (ES)","6696"
"3204302","Presidente Kennedy (ES)","14647"
"3204351","Rio Bananal (ES)","20229"
"3204401","Rio Novo do Sul (ES)","11479"
"3204500","Santa Leopoldina (ES)","13747"
"3204559","Santa Maria de Jetibá (ES)","45062"
"3204609","Santa Teresa (ES)","23796"
"3204658","São Domingos do Norte (ES)","9008"
"3204708","São Gabriel da Palha (ES)","34210"
"3204807","São José do Calçado (ES)","11373"
"3204906","São Mateus (ES)","133359"
"3204955","São Roque do Canaã (ES)","11271"
"3205002","Serra (ES)","572274"
"3205010","Sooretama (ES)","28453"
"3205036","Vargem Alta (ES)","20353"
"3205069","Venda Nova do Imigrante (ES)","25168"
"3205101","Viana (ES)","78442"
"3205150","Vila Pavão (ES)","9298"
"3205176","Vila Valério (ES)","14263"
"3205200","Vila Velha (ES)","502899"
"3205309","Vitória (ES)","342800"
"3300100","Angra dos Reis (RJ)","179120"
"3300159","Aperibé (RJ)","11420"
"3300209","Araruama (RJ)","137773"
"3300225","Areal (RJ)","12236"
"3300233","Armação dos Búzios (RJ)","42442"
"3300258","Arraial do Cabo (RJ)","32794"
"3300308","Barra do Piraí (RJ)","98501"
"3300407","Barra Mansa (RJ)","181688"
"3300456","Belford Roxo (RJ)","518263"
"3300506","Bom Jardim (RJ)","29736"
"3300605","Bom Jesus do Itabapoana (RJ)","37172"
"3300704","Cabo Frio (RJ)","238166"
"3300803","Cachoeiras de Macacu (RJ)","59837"
"3300902","Cambuci (RJ)","15070"
"3300936","Carapebus (RJ)","14325"
"3300951","Comendador Levy Gasparian (RJ)","9044"
"3301009","Campos dos Goytacazes (RJ)","519011"
"3301108","Cantagalo (RJ)","19996"
"3301157","Cardoso Moreira (RJ)","13403"
"3301207","Carmo (RJ)","17740"
"3301306","Casimiro de Abreu (RJ)","48563"
"3301405","Conceição de Macabu (RJ)","21769"
"3301504","Cordeiro (RJ)","21444"
"3301603","Duas Barras (RJ)","11354"
"3301702","Duque de Caxias (RJ)","866347"
"3301801","Engenheiro Paulo de Frontin (RJ)","12648"
"3301850","Guapimirim (RJ)","54300"
"3301876","Iguaba Grande (RJ)","29577"
"3301900","Itaboraí (RJ)","240040"
"3302007","Itaguaí (RJ)","123980"
"3302056","Italva (RJ)","14517"
"3302106","Itaocara (RJ)","23643"
"3302205","Itaperuna (RJ)","107246"
"3302254","Itatiaia (RJ)","32694"
"3302270","Japeri (RJ)","102149"
"3302304","Laje do Muriaé (RJ)","7584"
"3302403","Macaé (RJ)","264138"
"3302452","Macuco (RJ)","5601"
"3302502","Magé (RJ)","244092"
"3302601","Mangaratiba (RJ)","43624"
"3302700","Maricá (RJ)","211986"
"3302809","Mendes (RJ)","18049"
"3302858","Mesquita (RJ)","178803"
"3302908","Miguel Pereira (RJ)","28123"
"3303005","Miracema (RJ)","28411"
"3303104","Natividade (RJ)","15550"
"3303203","Nilópolis (RJ)","155544"
"3303302","Niterói (RJ)","516720"
"3303401","Nova Friburgo (RJ)","203328"
"3303500","Nova Iguaçu (RJ)","843046"
"3303609","Paracambi (RJ)","43656"
"3303708","Paraíba do Sul (RJ)","44467"
"3303807","Paraty (RJ)","47614"
"3303856","Paty do Alferes (RJ)","31345"
"3303906","Petrópolis (RJ)","294983"
"3303955","Pinheiral (RJ)","25085"
"3304003","Piraí (RJ)","29054"
"3304102","Porciúncula (RJ)","17832"
"3304110","Porto Real (RJ)","21064"
"3304128","Quatis (RJ)","14158"
"3304144","Queimados (RJ)","149093"
"3304151","Quissamã (RJ)","23126"
"3304201","Resende (RJ)","137612"
"3304300","Rio Bonito (RJ)","59113"
"3304409","Rio Claro (RJ)","17950"
"3304508","Rio das Flores (RJ)","9264"
"3304524","Rio das Ostras (RJ)","168099"
"3304557","Rio de Janeiro (RJ)","6729894"
"3304607","Santa Maria Madalena (RJ)","10579"
"3304706","Santo Antônio de Pádua (RJ)","43686"
"3304755","São Francisco de Itabapoana (RJ)","47368"
"3304805","São Fidélis (RJ)","41197"
"3304904","São Gonçalo (RJ)","960652"
"3305000","São João da Barra (RJ)","38708"
"3305109","São João de Meriti (RJ)","466536"
"3305133","São José de Ubá (RJ)","7315"
"3305158","São José do Vale do Rio Preto (RJ)","22799"
"3305208","São Pedro da Aldeia (RJ)","110556"
"3305307","São Sebastião do Alto (RJ)","7999"
"3305406","Sapucaia (RJ)","18289"
"3305505","Saquarema (RJ)","95201"
"3305554","Seropédica (RJ)","84737"
"3305604","Silva Jardim (RJ)","22026"
"3305703","Sumidouro (RJ)","15690"
"3305752","Tanguá (RJ)","32858"
"3305802","Teresópolis (RJ)","176692"
"3305901","Trajano de Moraes (RJ)","10652"
"3306008","Três Rios (RJ)","82300"
"3306107","Valença (RJ)","71462"
"3306156","Varre-Sai (RJ)","10559"
"3306206","Vassouras (RJ)","35904"
"3306305","Volta Redonda (RJ)","279898"
"3500105","Adamantina (SP)","35642"
"3500204","Adolfo (SP)","4478"
"3500303","Aguaí (SP)","32888"
"3500402","Águas da Prata (SP)","7470"
"3500501","Águas de Lindóia (SP)","18245"
"3500550","Águas de Santa Bárbara (SP)","7407"
"3500600","Águas de São Pedro (SP)","2829"
"3500709","Agudos (SP)","38879"
"3500758","Alambari (SP)","6330"
"3500808","Alfredo Marcondes (SP)","4556"
"3500907","Altair (SP)","3479"
"3501004","Altinópolis (SP)","17156"
"3501103","Alto Alegre (SP)","3883"
"3501152","Alumínio (SP)","17591"
"3501202","Álvares Florence (SP)","3978"
"3501301","Álvares Machado (SP)","28250"
"3501400","Álvaro de Carvalho (SP)","4896"
"3501509","Alvinlândia (SP)","2923"
"3501608","Americana (SP)","246655"
"3501707","Américo Brasiliense (SP)","33757"
"3501806","Américo de Campos (SP)","5975"
"3501905","Amparo (SP)","69717"
"3502002","Analândia (SP)","4684"
"3502101","Andradina (SP)","61473"
"3502200","Angatuba (SP)","24512"
"3502309","Anhembi (SP)","5766"
"3502408","Anhumas (SP)","4108"
"3502507","Aparecida (SP)","33223"
"3502606","Aparecida d'Oeste (SP)","4124"
"3502705","Apiaí (SP)","24886"
"3502754","Araçariguama (SP)","22168"
"3502804","Araçatuba (SP)","207775"
"3502903","Araçoiaba da Serra (SP)","33656"
"3503000","Aramina (SP)","5526"
"3503109","Arandu (SP)","7050"
"3503158","Arapeí (SP)","2355"
"3503208","Araraquara (SP)","252318"
"3503307","Araras (SP)","135331"
"3503356","Arco-Íris (SP)","2085"
"3503406","Arealva (SP)","8280"
"3503505","Areias (SP)","3625"
"3503604","Areiópolis (SP)","10257"
"3503703","Ariranha (SP)","7653"
"3503802","Artur Nogueira (SP)","53157"
"3503901","Arujá (SP)","89943"
"3503950","Aspásia (SP)","1873"
"3504008","Assis (SP)","104642"
"3504107","Atibaia (SP)","166043"
"3504206","Auriflama (SP)","13873"
"3504305","Avaí (SP)","4519"
"3504404","Avanhandava (SP)","11438"
"3504503","Avaré (SP)","96098"
"3504602","Bady Bassitt (SP)","28909"
"3504701","Balbinos (SP)","3963"
"3504800","Bálsamo (SP)","9854"
"3504909","Bananal (SP)","10109"
"3505005","Barão de Antonina (SP)","3618"
"3505104","Barbosa (SP)","5659"
"3505203","Bariri (SP)","32405"
"3505302","Barra Bonita (SP)","35159"
"3505351","Barra do Chapéu (SP)","5256"
"3505401","Barra do Turvo (SP)","6922"
"3505500","Barretos (SP)","126600"
"3505609","Barrinha (SP)","33181"
"3505708","Barueri (SP)","330339"
"3505807","Bastos (SP)","21900"
"3505906","Batatais (SP)","59873"
"3506003","Bauru (SP)","391740"
"3506102","Bebedouro (SP)","78210"
"3506201","Bento de Abreu (SP)","2642"
"3506300","Bernardino de Campos (SP)","11852"
"3506359","Bertioga (SP)","66873"
"3506409","Bilac (SP)","7455"
"3506508","Birigui (SP)","122988"
"3506607","Biritiba Mirim (SP)","30526"
"3506706","Boa Esperança do Sul (SP)","13135"
"3506805","Bocaina (SP)","11467"
"3506904","Bofete (SP)","10688"
"3507001","Boituva (SP)","63415"
"3507100","Bom Jesus dos Perdões (SP)","22501"
"3507159","Bom Sucesso de Itararé (SP)","3610"
"3507209","Borá (SP)","928"
"3507308","Boracéia (SP)","4823"
"3507407","Borborema (SP)","14415"
"3507456","Borebi (SP)","2787"
"3507506","Botucatu (SP)","150442"
"3507605","Bragança Paulista (SP)","184634"
"3507704","Braúna (SP)","5466"
"3507753","Brejo Alegre (SP)","2605"
"3507803","Brodowski (SP)","26167"
"3507902","Brotas (SP)","24423"
"3508009","Buri (SP)","20674"
"3508108","Buritama (SP)","17597"
"3508207","Buritizal (SP)","4447"
"3508306","Cabrália Paulista (SP)","4362"
"3508405","Cabreúva (SP)","48473"
"3508504","Caçapava (SP)","99678"
"3508603","Cachoeira Paulista (SP)","32482"
"3508702","Caconde (SP)","17266"
"3508801","Cafelândia (SP)","16905"
"3508900","Caiabu (SP)","3745"
"3509007","Caieiras (SP)","98257"
"3509106","Caiuá (SP)","5585"
"3509205","Cajamar (SP)","97363"
"3509254","Cajati (SP)","29257"
"3509304","Cajobi (SP)","9232"
"3509403","Cajuru (SP)","24217"
"3509452","Campina do Monte Alegre (SP)","6077"
"3509502","Campinas (SP)","1185977"
"3509601","Campo Limpo Paulista (SP)","79663"
"3509700","Campos do Jordão (SP)","47983"
"3509809","Campos Novos Paulista (SP)","4991"
"3509908","Cananéia (SP)","12489"
"3509957","Canas (SP)","5049"
"3510005","Cândido Mota (SP)","30172"
"3510104","Cândido Rodrigues (SP)","2951"
"3510153","Canitar (SP)","6524"
"3510203","Capão Bonito (SP)","47403"
"3510302","Capela do Alto (SP)","23597"
"3510401","Capivari (SP)","51318"
"3510500","Caraguatatuba (SP)","141084"
"3510609","Carapicuíba (SP)","398462"
"3510708","Cardoso (SP)","11491"
"3510807","Casa Branca (SP)","28786"
"3510906","Cássia dos Coqueiros (SP)","2855"
"3511003","Castilho (SP)","20418"
"3511102","Catanduva (SP)","119172"
"3511201","Catiguá (SP)","7105"
"3511300","Cedral (SP)","13160"
"3511409","Cerqueira César (SP)","22076"
"3511508","Cerquilho (SP)","46217"
"3511607","Cesário Lange (SP)","19588"
"3511706","Charqueada (SP)","15798"
"3511904","Clementina (SP)","7087"
"3512001","Colina (SP)","18842"
"3512100","Colômbia (SP)","6781"
"3512209","Conchal (SP)","29034"
"3512308","Conchas (SP)","15381"
"3512407","Cordeirópolis (SP)","25130"
"3512506","Coroados (SP)","5498"
"3512605","Coronel Macedo (SP)","4295"
"3512704","Corumbataí (SP)","4285"
"3512803","Cosmópolis (SP)","61204"
"3512902","Cosmorama (SP)","8968"
"3513009","Cotia (SP)","287004"
"3513108","Cravinhos (SP)","34252"
"3513207","Cristais Paulista (SP)","9543"
"3513306","Cruzália (SP)","2129"
"3513405","Cruzeiro (SP)","76513"
"3513504","Cubatão (SP)","115082"
"3513603","Cunha (SP)","22456"
"3513702","Descalvado (SP)","32622"
"3513801","Diadema (SP)","404118"
"3513850","Dirce Reis (SP)","1641"
"3513900","Divinolândia (SP)","11314"
"3514007","Dobrada (SP)","8958"
"3514106","Dois Córregos (SP)","24855"
"3514205","Dolcinópolis (SP)","2250"
"3514304","Dourado (SP)","8186"
"3514403","Dracena (SP)","46664"
"3514502","Duartina (SP)","12529"
"3514601","Dumont (SP)","9719"
"3514700","Echaporã (SP)","6295"
"3514809","Eldorado (SP)","13162"
"3514908","Elias Fausto (SP)","18103"
"3514924","Elisiário (SP)","3189"
"3514957","Embaúba (SP)","2353"
"3515004","Embu das Artes (SP)","259323"
"3515103","Embu-Guaçu (SP)","68805"
"3515129","Emilianópolis (SP)","3062"
"3515152","Engenheiro Coelho (SP)","20139"
"3515186","Espírito Santo do Pinhal (SP)","40681"
"3515194","Espírito Santo do Turvo (SP)","4217"
"3515202","Estrela d'Oeste (SP)","9655"
"3515301","Estrela do Norte (SP)","2749"
"3515350","Euclides da Cunha Paulista (SP)","7928"
"3515400","Fartura (SP)","16984"
"3515509","Fernandópolis (SP)","73286"
"3515608","Fernando Prestes (SP)","6066"
"3515657","Fernão (SP)","1689"
"3515707","Ferraz de Vasconcelos (SP)","185622"
"3515806","Flora Rica (SP)","1492"
"3515905","Floreal (SP)","2756"
"3516002","Flórida Paulista (SP)","13171"
"3516101","Florínea (SP)","3987"
"3516200","Franca (SP)","364331"
"3516309","Francisco Morato (SP)","171107"
"3516408","Franco da Rocha (SP)","149786"
"3516507","Gabriel Monteiro (SP)","2811"
"3516606","Gália (SP)","6435"
"3516705","Garça (SP)","43115"
"3516804","Gastão Vidigal (SP)","3235"
"3516853","Gavião Peixoto (SP)","4797"
"3516903","General Salgado (SP)","10449"
"3517000","Getulina (SP)","10355"
"3517109","Glicério (SP)","4173"
"3517208","Guaiçara (SP)","11459"
"3517307","Guaimbê (SP)","5606"
"3517406","Guaíra (SP)","40424"
"3517505","Guapiaçu (SP)","22316"
"3517604","Guapiara (SP)","17256"
"3517703","Guará (SP)","18790"
"3517802","Guaraçaí (SP)","7486"
"3517901","Guaraci (SP)","10542"
"3518008","Guarani d'Oeste (SP)","1999"
"3518107","Guarantã (SP)","6531"
"3518206","Guararapes (SP)","31872"
"3518305","Guararema (SP)","32436"
"3518404","Guaratinguetá (SP)","121710"
"3518503","Guareí (SP)","15268"
"3518602","Guariba (SP)","38609"
"3518701","Guarujá (SP)","294973"
"3518800","Guarulhos (SP)","1345364"
"3518859","Guatapará (SP)","7462"
"3518909","Guzolândia (SP)","4276"
"3519006","Herculândia (SP)","9302"
"3519055","Holambra (SP)","15596"
"3519071","Hortolândia (SP)","247331"
"3519105","Iacanga (SP)","10633"
"3519204","Iacri (SP)","6207"
"3519253","Iaras (SP)","8257"
"3519303","Ibaté (SP)","33110"
"3519402","Ibirá (SP)","11934"
"3519501","Ibirarema (SP)","6461"
"3519600","Ibitinga (SP)","61908"
"3519709","Ibiúna (SP)","77651"
"3519808","Icém (SP)","7969"
"3519907","Iepê (SP)","7739"
"3520004","Igaraçu do Tietê (SP)","23430"
"3520103","Igarapava (SP)","26755"
"3520202","Igaratá (SP)","10904"
"3520301","Iguape (SP)","29881"
"3520400","Ilhabela (SP)","36329"
"3520426","Ilha Comprida (SP)","13955"
"3520442","Ilha Solteira (SP)","26240"
"3520509","Indaiatuba (SP)","267796"
"3520608","Indiana (SP)","5191"
"3520707","Indiaporã (SP)","4109"
"3520806","Inúbia Paulista (SP)","3671"
"3520905","Ipaussu (SP)","13933"
"3521002","Iperó (SP)","37999"
"3521101","Ipeúna (SP)","6999"
"3521150","Ipiguá (SP)","7037"
"3521200","Iporanga (SP)","4091"
"3521309","Ipuã (SP)","14691"
"3521408","Iracemápolis (SP)","22435"
"3521507","Irapuã (SP)","6946"
"3521606","Irapuru (SP)","7145"
"3521705","Itaberá (SP)","18258"
"3521804","Itaí (SP)","25930"
"3521903","Itajobi (SP)","17420"
"3522000","Itaju (SP)","3702"
"3522109","Itanhaém (SP)","117435"
"3522158","Itaoca (SP)","3490"
"3522208","Itapecerica da Serra (SP)","163928"
"3522307","Itapetininga (SP)","163774"
"3522406","Itapeva (SP)","92324"
"3522505","Itapevi (SP)","241924"
"3522604","Itapira (SP)","73919"
"3522653","Itapirapuã Paulista (SP)","4405"
"3522703","Itápolis (SP)","40464"
"3522802","Itaporanga (SP)","14260"
"3522901","Itapuí (SP)","13984"
"3523008","Itapura (SP)","4014"
"3523107","Itaquaquecetuba (SP)","382521"
"3523206","Itararé (SP)","45327"
"3523305","Itariri (SP)","15762"
"3523404","Itatiba (SP)","126403"
"3523503","Itatinga (SP)","19427"
"3523602","Itirapina (SP)","16433"
"3523701","Itirapuã (SP)","5861"
"3523800","Itobi (SP)","8210"
"3523909","Itu (SP)","174561"
"3524006","Itupeva (SP)","74119"
"3524105","Ituverava (SP)","38451"
"3524204","Jaborandi (SP)","6293"
"3524303","Jaboticabal (SP)","73467"
"3524402","Jacareí (SP)","249968"
"3524501","Jaci (SP)","7878"
"3524600","Jacupiranga (SP)","16254"
"3524709","Jaguariúna (SP)","61801"
"3524808","Jales (SP)","50017"
"3524907","Jambeiro (SP)","6575"
"3525003","Jandira (SP)","121988"
"3525102","Jardinópolis (SP)","46868"
"3525201","Jarinu (SP)","39531"
"3525300","Jaú (SP)","137323"
"3525409","Jeriquara (SP)","3976"
"3525508","Joanópolis (SP)","13095"
"3525607","João Ramalho (SP)","4456"
"3525706","José Bonifácio (SP)","37859"
"3525805","Júlio Mesquita (SP)","4308"
"3525854","Jumirim (SP)","3123"
"3525904","Jundiaí (SP)","460313"
"3526001","Junqueirópolis (SP)","20878"
"3526100","Juquiá (SP)","17255"
"3526209","Juquitiba (SP)","28007"
"3526308","Lagoinha (SP)","5182"
"3526407","Laranjal Paulista (SP)","27009"
"3526506","Lavínia (SP)","9909"
"3526605","Lavrinhas (SP)","7328"
"3526704","Leme (SP)","101316"
"3526803","Lençóis Paulista (SP)","68395"
"3526902","Limeira (SP)","300728"
"3527009","Lindóia (SP)","7147"
"3527108","Lins (SP)","76729"
"3527207","Lorena (SP)","87370"
"3527256","Lourdes (SP)","1968"
"3527306","Louveira (SP)","54111"
"3527405","Lucélia (SP)","20372"
"3527504","Lucianópolis (SP)","2419"
"3527603","Luís Antônio (SP)","12531"
"3527702","Luiziânia (SP)","4751"
"3527801","Lupércio (SP)","4017"
"3527900","Lutécia (SP)","2699"
"3528007","Macatuba (SP)","17120"
"3528106","Macaubal (SP)","7587"
"3528205","Macedônia (SP)","4048"
"3528304","Magda (SP)","3212"
"3528403","Mairinque (SP)","51660"
"3528502","Mairiporã (SP)","97399"
"3528601","Manduri (SP)","10092"
"3528700","Marabá Paulista (SP)","4627"
"3528809","Maracaí (SP)","12826"
"3528858","Marapoama (SP)","3392"
"3528908","Mariápolis (SP)","3539"
"3529005","Marília (SP)","246627"
"3529104","Marinópolis (SP)","1870"
"3529203","Martinópolis (SP)","25299"
"3529302","Matão (SP)","80998"
"3529401","Mauá (SP)","429380"
"3529500","Mendonça (SP)","6369"
"3529609","Meridiano (SP)","4697"
"3529658","Mesópolis (SP)","1988"
"3529708","Miguelópolis (SP)","19655"
"3529807","Mineiros do Tietê (SP)","11349"
"3529906","Miracatu (SP)","18679"
"3530003","Mira Estrela (SP)","3199"
"3530102","Mirandópolis (SP)","28737"
"3530201","Mirante do Paranapanema (SP)","16069"
"3530300","Mirassol (SP)","65485"
"3530409","Mirassolândia (SP)","4771"
"3530508","Mococa (SP)","69324"
"3530607","Mogi das Cruzes (SP)","468120"
"3530706","Mogi Guaçu (SP)","159735"
"3530805","Mogi Mirim (SP)","95534"
"3530904","Mombuca (SP)","3815"
"3531001","Monções (SP)","1954"
"3531100","Mongaguá (SP)","64519"
"3531209","Monte Alegre do Sul (SP)","8873"
"3531308","Monte Alto (SP)","48725"
"3531407","Monte Aprazível (SP)","22650"
"3531506","Monte Azul Paulista (SP)","18363"
"3531605","Monte Castelo (SP)","4301"
"3531704","Monteiro Lobato (SP)","4205"
"3531803","Monte Mor (SP)","67296"
"3531902","Morro Agudo (SP)","28561"
"3532009","Morungaba (SP)","14081"
"3532058","Motuca (SP)","4079"
"3532108","Murutinga do Sul (SP)","3763"
"3532157","Nantes (SP)","2699"
"3532207","Narandiba (SP)","5908"
"3532306","Natividade da Serra (SP)","7134"
"3532405","Nazaré Paulista (SP)","18620"
"3532504","Neves Paulista (SP)","9921"
"3532603","Nhandeara (SP)","9944"
"3532702","Nipoã (SP)","4860"
"3532801","Nova Aliança (SP)","6858"
"3532827","Nova Campina (SP)","8631"
"3532843","Nova Canaã Paulista (SP)","2058"
"3532868","Nova Castilho (SP)","1074"
"3532900","Nova Europa (SP)","9459"
"3533007","Nova Granada (SP)","19725"
"3533106","Nova Guataporanga (SP)","2188"
"3533205","Nova Independência (SP)","4795"
"3533254","Novais (SP)","4469"
"3533304","Nova Luzitânia (SP)","2838"
"3533403","Nova Odessa (SP)","64228"
"3533502","Novo Horizonte (SP)","39435"
"3533601","Nuporanga (SP)","7550"
"3533700","Ocauçu (SP)","4412"
"3533809","Óleo (SP)","2540"
"3533908","Olímpia (SP)","56701"
"3534005","Onda Verde (SP)","4912"
"3534104","Oriente (SP)","6180"
"3534203","Orindiúva (SP)","6145"
"3534302","Orlândia (SP)","39193"
"3534401","Osasco (SP)","756952"
"3534500","Oscar Bressane (SP)","2504"
"3534609","Osvaldo Cruz (SP)","32099"
"3534708","Ourinhos (SP)","106877"
"3534757","Ouroeste (SP)","10596"
"3534807","Ouro Verde (SP)","7901"
"3534906","Pacaembu (SP)","15217"
"3535002","Palestina (SP)","11689"
"3535101","Palmares Paulista (SP)","9709"
"3535200","Palmeira d'Oeste (SP)","8994"
"3535309","Palmital (SP)","19767"
"3535408","Panorama (SP)","15214"
"3535507","Paraguaçu Paulista (SP)","42087"
"3535606","Paraibuna (SP)","17950"
"3535705","Paraíso (SP)","6211"
"3535804","Paranapanema (SP)","19799"
"3535903","Paranapuã (SP)","4111"
"3536000","Parapuã (SP)","10729"
"3536109","Pardinho (SP)","7382"
"3536208","Pariquera-Açu (SP)","19576"
"3536257","Parisi (SP)","3001"
"3536307","Patrocínio Paulista (SP)","14837"
"3536406","Paulicéia (SP)","8200"
"3536505","Paulínia (SP)","115690"
"3536570","Paulistânia (SP)","2146"
"3536604","Paulo de Faria (SP)","7430"
"3536703","Pederneiras (SP)","46223"
"3536802","Pedra Bela (SP)","6718"
"3536901","Pedranópolis (SP)","2848"
"3537008","Pedregulho (SP)","15742"
"3537107","Pedreira (SP)","44332"
"3537156","Pedrinhas Paulista (SP)","2838"
"3537206","Pedro de Toledo (SP)","11539"
"3537305","Penápolis (SP)","63317"
"3537404","Pereira Barreto (SP)","24389"
"3537503","Pereiras (SP)","8969"
"3537602","Peruíbe (SP)","70543"
"3537701","Piacatu (SP)","5623"
"3537800","Piedade (SP)","54237"
"3537909","Pilar do Sul (SP)","28417"
"3538006","Pindamonhangaba (SP)","172027"
"3538105","Pindorama (SP)","14721"
"3538204","Pinhalzinho (SP)","15605"
"3538303","Piquerobi (SP)","3296"
"3538501","Piquete (SP)","12570"
"3538600","Piracaia (SP)","26764"
"3538709","Piracicaba (SP)","438827"
"3538808","Piraju (SP)","30261"
"3538907","Pirajuí (SP)","22743"
"3539004","Pirangi (SP)","11076"
"3539103","Pirapora do Bom Jesus (SP)","18836"
"3539202","Pirapozinho (SP)","26065"
"3539301","Pirassununga (SP)","75475"
"3539400","Piratininga (SP)","15554"
"3539509","Pitangueiras (SP)","34416"
"3539608","Planalto (SP)","4454"
"3539707","Platina (SP)","3061"
"3539806","Poá (SP)","106431"
"3539905","Poloni (SP)","5696"
"3540002","Pompéia (SP)","20512"
"3540101","Pongaí (SP)","3443"
"3540200","Pontal (SP)","38376"
"3540259","Pontalinda (SP)","4196"
"3540309","Pontes Gestal (SP)","2415"
"3540408","Populina (SP)","4185"
"3540507","Porangaba (SP)","10773"
"3540606","Porto Feliz (SP)","58345"
"3540705","Porto Ferreira (SP)","53940"
"3540754","Potim (SP)","20767"
"3540804","Potirendaba (SP)","18994"
"3540853","Pracinha (SP)","2599"
"3540903","Pradópolis (SP)","17309"
"3541000","Praia Grande (SP)","365577"
"3541059","Pratânia (SP)","5246"
"3541109","Presidente Alves (SP)","3841"
"3541208","Presidente Bernardes (SP)","14772"
"3541307","Presidente Epitácio (SP)","40383"
"3541406","Presidente Prudente (SP)","234083"
"3541505","Presidente Venceslau (SP)","35902"
"3541604","Promissão (SP)","35991"
"3541653","Quadra (SP)","3472"
"3541703","Quatá (SP)","13399"
"3541802","Queiroz (SP)","3351"
"3541901","Queluz (SP)","9146"
"3542008","Quintana (SP)","7225"
"3542107","Rafard (SP)","9133"
"3542206","Rancharia (SP)","29305"
"3542305","Redenção da Serra (SP)","4611"
"3542404","Regente Feijó (SP)","20565"
"3542503","Reginópolis (SP)","7808"
"3542602","Registro (SP)","61732"
"3542701","Restinga (SP)","6492"
"3542800","Ribeira (SP)","3166"
"3542909","Ribeirão Bonito (SP)","11079"
"3543006","Ribeirão Branco (SP)","18930"
"3543105","Ribeirão Corrente (SP)","4706"
"3543204","Ribeirão do Sul (SP)","4768"
"3543238","Ribeirão dos Índios (SP)","2045"
"3543253","Ribeirão Grande (SP)","7570"
"3543303","Ribeirão Pires (SP)","118877"
"3543402","Ribeirão Preto (SP)","728400"
"3543501","Riversul (SP)","5647"
"3543600","Rifaina (SP)","4158"
"3543709","Rincão (SP)","9145"
"3543808","Rinópolis (SP)","9357"
"3543907","Rio Claro (SP)","208857"
"3544004","Rio das Pedras (SP)","32267"
"3544103","Rio Grande da Serra (SP)","45317"
"3544202","Riolândia (SP)","10453"
"3544251","Rosana (SP)","17533"
"3544301","Roseira (SP)","11095"
"3544400","Rubiácea (SP)","2741"
"3544509","Rubinéia (SP)","3965"
"3544608","Sabino (SP)","5185"
"3544707","Sagres (SP)","2519"
"3544806","Sales (SP)","6612"
"3544905","Sales Oliveira (SP)","11654"
"3545001","Salesópolis (SP)","15396"
"3545100","Salmourão (SP)","4883"
"3545159","Saltinho (SP)","8371"
"3545209","Salto (SP)","140125"
"3545308","Salto de Pirapora (SP)","45138"
"3545407","Salto Grande (SP)","9212"
"3545506","Sandovalina (SP)","3699"
"3545605","Santa Adélia (SP)","14203"
"3545704","Santa Albertina (SP)","6543"
"3545803","Santa Bárbara d'Oeste (SP)","189338"
"3546009","Santa Branca (SP)","14212"
"3546108","Santa Clara d'Oeste (SP)","2677"
"3546207","Santa Cruz da Conceição (SP)","4365"
"3546256","Santa Cruz da Esperança (SP)","2162"
"3546306","Santa Cruz das Palmeiras (SP)","29525"
"3546405","Santa Cruz do Rio Pardo (SP)","47677"
"3546504","Santa Ernestina (SP)","6256"
"3546603","Santa Fé do Sul (SP)","36098"
"3546702","Santa Gertrudes (SP)","24107"
"3546801","Santa Isabel (SP)","54586"
"3546900","Santa Lúcia (SP)","7181"
"3547007","Santa Maria da Serra (SP)","5314"
